Team,#.x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,#.y,TS%,eFG%,Total S%,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,PPS,FIC40,ORtg,DRtg,eDiff,Poss,Pace,#,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,MOV,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,Season,Leage,ln1divwmin1
Albany,2.00,32.00,40.00,26.20,57.40,0.46,5.80,15.70,0.37,16.00,21.30,0.75,11.60,16.50,10.80,24.30,35.10,12.70,4.70,2.80,74.20,2.00,0.55,0.51,157.70,33.70,75.90,54.70,48.30,14.60,6.90,7.90,1.30,52.60,109.20,100.30,8.90,2175.20,68.00,5.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,102.00,6.00,0.00,1.48,1.10,0.40,0.28,22.00,10.00,0.69,2018.00,America East Conference,-0.79
Binghamton,6.00,31.00,40.20,25.40,57.30,0.44,7.60,21.60,0.35,10.90,17.00,0.64,12.40,16.80,8.60,24.80,33.40,12.10,5.50,4.20,69.30,6.00,0.53,0.51,143.40,25.40,74.50,49.70,47.80,15.90,8.00,11.60,1.20,48.00,100.80,102.40,-1.60,2130.30,68.40,4.00,11.00,0.00,0.00,0.00,0.00,0.00,4.00,113.00,-1.10,0.00,1.48,1.00,0.40,0.19,11.00,20.00,0.36,2018.00,America East Conference,0.59
Hartford,5.00,33.00,40.20,25.30,55.80,0.45,8.20,23.70,0.35,11.70,17.20,0.68,12.20,18.20,7.90,24.40,32.30,13.10,6.10,3.70,70.50,5.00,0.55,0.53,147.70,24.70,73.20,49.40,51.90,16.00,8.80,11.20,1.30,49.80,102.70,102.40,0.40,2264.40,68.30,7.00,9.00,0.00,0.00,0.00,0.00,1.00,2.00,97.00,0.20,0.00,1.52,1.10,0.50,0.21,19.00,14.00,0.58,2018.00,America East Conference,-0.31
Maine,9.00,32.00,40.50,23.90,58.50,0.41,7.00,23.30,0.30,12.00,17.50,0.69,15.50,19.50,9.00,25.30,34.30,11.80,6.40,2.90,66.90,9.00,0.50,0.47,139.90,25.10,71.20,48.00,49.40,18.80,8.90,8.30,1.10,39.90,91.60,103.10,-11.50,2335.90,72.10,9.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,104.00,-8.40,0.00,1.49,0.80,0.40,0.21,6.00,26.00,0.19,2018.00,America East Conference,1.46
New Hampshire,8.00,31.00,40.00,23.40,58.20,0.40,8.10,25.00,0.33,12.90,17.50,0.74,11.70,17.90,11.00,26.20,37.20,11.90,3.60,1.80,67.80,4.00,0.51,0.47,146.40,30.80,79.50,54.20,50.80,15.00,5.40,5.60,1.20,44.90,101.30,100.40,0.90,2076.20,67.00,1.00,21.00,0.00,0.00,1.00,0.00,0.00,0.00,111.00,0.60,0.00,1.51,1.00,0.30,0.22,10.00,21.00,0.32,2018.00,America East Conference,0.74
Stony Brook,7.00,32.00,40.30,24.30,58.30,0.42,7.80,23.70,0.33,12.40,18.90,0.66,14.00,20.20,10.80,24.10,35.00,13.30,8.20,2.90,68.90,7.00,0.51,0.48,140.30,29.90,73.10,50.50,54.80,17.20,11.50,8.40,1.20,47.00,97.30,99.30,-1.90,2265.40,70.20,6.00,9.00,0.00,0.00,0.00,0.00,2.00,1.00,101.00,-1.40,0.00,1.55,1.00,0.60,0.21,13.00,19.00,0.41,2018.00,America East Conference,0.38
UMass Lowell,1.00,30.00,40.20,26.40,57.30,0.46,7.20,20.70,0.35,16.30,23.00,0.71,13.50,17.90,9.00,22.50,31.50,14.50,7.00,2.90,76.20,8.00,0.56,0.52,151.50,26.50,69.10,47.30,55.00,16.50,9.50,7.20,1.30,52.20,104.60,107.80,-3.20,2184.80,72.50,3.00,13.00,0.00,1.00,0.00,0.00,1.00,0.00,102.00,-2.30,0.00,1.55,1.10,0.50,0.28,12.00,18.00,0.40,2018.00,America East Conference,0.40
UMBC,4.00,36.00,40.00,25.70,58.00,0.44,10.10,26.10,0.39,11.50,17.80,0.65,12.20,16.40,9.00,24.10,33.00,15.20,7.50,2.40,73.10,3.00,0.55,0.53,147.70,25.90,72.50,48.70,59.10,15.50,10.70,7.30,1.30,54.50,104.80,98.30,6.50,2509.00,69.70,2.00,14.00,1.00,0.00,0.00,0.00,5.00,0.00,98.00,4.60,0.00,1.59,1.20,0.60,0.20,25.00,11.00,0.69,2018.00,America East Conference,-0.82
Vermont,3.00,35.00,40.00,25.10,51.50,0.49,7.40,18.50,0.40,16.30,21.60,0.75,11.10,15.10,7.20,24.70,31.90,13.40,3.80,2.50,73.90,1.00,0.60,0.56,164.20,25.50,78.40,53.40,53.20,15.20,5.80,7.40,1.40,54.00,112.50,99.00,13.50,2300.30,65.70,8.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,91.00,8.90,0.00,1.53,1.20,0.30,0.32,27.00,8.00,0.77,2018.00,America East Conference,-1.22
Cincinnati,12.00,37.00,40.50,25.00,59.30,0.42,7.00,20.60,0.34,11.20,17.40,0.65,10.90,15.40,12.00,21.60,33.70,12.90,8.10,4.60,68.20,5.00,0.51,0.48,140.70,34.70,67.50,50.40,51.60,14.00,12.20,12.00,1.10,51.70,102.70,92.70,10.00,2454.90,65.50,10.00,16.00,0.00,0.00,0.00,0.00,7.00,4.00,101.00,6.60,2.00,1.52,1.20,0.70,0.19,26.00,11.00,0.70,2012.00,American Athletic Conference,-0.86
Connecticut,9.00,34.00,40.40,25.20,55.90,0.45,5.40,16.40,0.33,12.80,19.30,0.66,12.30,14.40,11.30,23.40,34.70,13.10,5.90,6.90,68.70,9.00,0.53,0.50,144.60,36.30,66.50,52.30,52.10,16.00,8.80,17.60,1.20,54.10,103.90,97.50,6.40,2248.10,65.40,11.00,16.00,3.00,0.00,0.00,0.00,0.00,4.00,87.00,4.20,4.00,1.52,1.10,0.50,0.23,20.00,14.00,0.59,2012.00,American Athletic Conference,-0.36
DePaul,2.00,31.00,40.20,27.60,63.10,0.44,7.20,21.60,0.33,11.60,16.60,0.70,13.40,20.50,10.70,20.10,30.80,15.30,7.90,4.10,74.10,15.00,0.53,0.50,147.00,29.80,62.70,45.30,55.30,15.90,10.80,9.20,1.20,49.80,101.10,104.60,-3.50,2274.10,73.10,14.00,11.00,0.00,0.00,0.00,0.00,1.00,2.00,102.00,-2.60,2.00,1.55,1.10,0.60,0.18,12.00,19.00,0.39,2012.00,American Athletic Conference,0.46
Georgetown,6.00,33.00,40.60,24.60,52.80,0.47,5.60,16.30,0.35,14.20,20.40,0.70,12.60,17.50,10.30,24.10,34.40,13.60,6.10,4.70,69.00,2.00,0.56,0.52,151.10,35.30,71.80,54.80,55.20,17.00,9.20,13.20,1.30,52.30,105.70,90.90,14.80,2155.20,64.30,16.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,91.00,9.70,5.00,1.55,1.10,0.50,0.27,24.00,9.00,0.73,2012.00,American Athletic Conference,-0.98
Louisville,11.00,40.00,40.50,24.10,57.00,0.42,5.80,18.30,0.32,14.20,20.60,0.69,14.00,17.60,11.80,24.30,36.10,13.20,8.80,4.80,68.20,4.00,0.52,0.47,143.00,33.90,68.10,51.20,54.90,17.50,12.80,12.80,1.20,51.10,98.70,88.30,10.40,2761.90,68.20,2.00,30.00,4.00,0.00,0.00,0.00,10.00,11.00,95.00,7.20,2.00,1.55,0.90,0.60,0.25,30.00,10.00,0.75,2012.00,American Athletic Conference,-1.10
Marquette,1.00,35.00,40.00,26.30,58.10,0.45,5.70,17.00,0.34,17.10,23.70,0.72,13.20,17.70,10.90,23.30,34.20,16.60,8.70,3.50,75.40,3.00,0.55,0.50,151.10,33.00,65.70,50.00,63.10,16.10,12.10,8.80,1.30,58.10,105.10,91.90,13.10,2510.20,71.70,5.00,19.00,2.00,0.00,0.00,0.00,3.00,0.00,99.00,9.40,5.00,1.63,1.30,0.70,0.30,27.00,8.00,0.77,2012.00,American Athletic Conference,-1.22
Notre Dame,14.00,34.00,40.60,23.00,53.00,0.43,6.50,19.60,0.33,13.90,19.80,0.70,10.10,13.80,9.20,22.50,31.70,14.60,5.20,3.40,66.40,6.00,0.54,0.50,147.00,29.40,69.30,49.70,63.60,14.10,8.20,8.30,1.30,50.80,104.40,96.90,7.50,2161.00,62.60,6.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,4.80,1.00,1.64,1.40,0.50,0.26,22.00,12.00,0.65,2012.00,American Athletic Conference,-0.61
Pittsburgh,7.00,39.00,40.10,25.20,55.50,0.45,6.30,18.10,0.35,12.40,17.70,0.70,12.70,17.20,12.20,21.60,33.90,15.20,4.70,2.60,69.00,10.00,0.55,0.51,150.20,39.60,70.00,54.80,60.30,16.70,7.40,7.40,1.20,50.30,108.00,102.50,5.50,2492.20,63.70,8.00,17.00,0.00,0.00,0.00,0.00,0.00,1.00,97.00,3.50,1.00,1.60,1.20,0.40,0.22,22.00,17.00,0.56,2012.00,American Athletic Conference,-0.26
Providence,8.00,32.00,40.20,24.10,56.40,0.43,4.90,14.00,0.35,15.70,22.20,0.70,12.20,16.90,11.60,22.70,34.30,13.50,5.30,5.20,68.80,14.00,0.52,0.47,148.50,35.20,66.00,50.90,56.10,15.60,7.90,13.00,1.20,50.00,102.10,102.70,-0.60,2157.10,67.10,4.00,22.00,2.00,0.00,0.00,0.00,0.00,6.00,90.00,-0.40,1.00,1.56,1.10,0.40,0.28,15.00,17.00,0.47,2012.00,American Athletic Conference,0.12
Rutgers,15.00,32.00,40.50,23.90,56.30,0.42,5.30,15.80,0.34,12.40,17.80,0.70,14.80,20.90,11.20,20.30,31.50,12.70,8.20,3.80,65.50,13.00,0.51,0.47,145.60,34.90,66.60,50.30,53.30,18.80,12.00,11.70,1.20,41.90,96.10,96.60,-0.50,2181.10,67.40,12.00,11.00,1.00,0.00,0.00,0.00,3.00,2.00,94.00,-0.30,3.00,1.53,0.90,0.50,0.22,14.00,18.00,0.44,2012.00,American Athletic Conference,0.25
Seton Hall,10.00,34.00,40.40,24.50,56.30,0.44,6.90,19.60,0.35,12.40,18.40,0.67,12.60,17.70,10.20,23.40,33.60,13.90,8.40,3.20,68.40,8.00,0.53,0.50,146.20,31.30,71.10,51.20,56.70,16.40,12.40,9.00,1.20,50.40,100.90,94.20,6.70,2302.80,67.00,1.00,35.00,0.00,0.00,0.00,0.00,10.00,1.00,94.00,4.50,8.00,1.57,1.10,0.70,0.22,21.00,13.00,0.62,2012.00,American Athletic Conference,-0.48
South Florida,16.00,36.00,40.30,21.40,49.00,0.44,4.70,14.80,0.32,11.70,16.60,0.71,13.50,15.30,9.10,22.70,31.80,11.80,5.60,3.80,59.30,11.00,0.53,0.49,145.90,32.40,70.60,52.80,54.80,19.30,9.10,10.80,1.20,42.10,96.80,92.40,4.40,2203.40,60.80,13.00,11.00,0.00,0.00,1.00,0.00,2.00,1.00,83.00,2.70,1.00,1.55,0.90,0.40,0.24,22.00,14.00,0.61,2012.00,American Athletic Conference,-0.45
St. John's,13.00,32.00,40.20,23.70,56.20,0.42,4.10,14.60,0.28,15.00,22.30,0.68,13.20,16.70,11.20,20.70,31.90,10.70,7.90,3.70,66.50,16.00,0.50,0.46,137.40,32.60,61.30,46.90,45.00,16.70,11.60,10.00,1.20,43.30,96.90,103.30,-6.30,2196.30,68.40,9.00,16.00,1.00,0.00,0.00,0.00,4.00,0.00,91.00,-4.30,3.00,1.45,0.80,0.60,0.27,13.00,19.00,0.41,2012.00,American Athletic Conference,0.38
Syracuse,3.00,37.00,40.10,27.20,58.20,0.47,6.30,18.00,0.35,13.40,19.20,0.70,10.50,15.50,11.30,21.50,32.80,15.20,8.90,7.10,74.10,1.00,0.56,0.52,151.60,35.50,62.80,49.60,56.00,13.60,13.40,19.80,1.30,63.30,111.10,91.50,19.60,2466.90,66.40,15.00,11.00,1.00,0.00,0.00,0.00,3.00,6.00,98.00,13.10,0.00,1.56,1.40,0.80,0.23,34.00,3.00,0.92,2012.00,American Athletic Conference,-2.43
Villanova,5.00,32.00,40.60,23.80,57.70,0.41,6.10,19.40,0.32,17.10,22.60,0.75,14.00,19.10,12.20,23.70,35.90,12.30,5.60,3.10,70.80,12.00,0.52,0.47,148.20,36.60,69.60,53.30,51.60,17.10,8.00,8.20,1.20,45.70,100.90,100.50,0.40,2245.80,69.10,7.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,106.00,0.20,3.00,1.52,0.90,0.40,0.30,13.00,19.00,0.41,2012.00,American Athletic Conference,0.38
West Virginia,4.00,33.00,41.10,25.40,58.00,0.44,5.30,17.70,0.30,15.00,22.40,0.67,12.80,16.70,13.50,22.60,36.20,14.40,6.40,2.60,71.10,7.00,0.52,0.48,140.70,39.60,71.70,55.00,56.80,15.80,9.40,6.70,1.20,50.60,104.90,98.10,6.80,2236.40,66.00,3.00,23.00,0.00,0.00,0.00,0.00,2.00,0.00,97.00,4.60,2.00,1.57,1.10,0.50,0.26,19.00,14.00,0.58,2012.00,American Athletic Conference,-0.31
Cincinnati,10.00,34.00,40.40,23.30,57.70,0.40,6.80,21.40,0.32,13.20,20.50,0.65,12.70,17.80,13.40,24.80,38.20,12.20,7.10,6.10,66.50,5.00,0.50,0.46,136.50,38.10,70.60,54.30,52.50,16.00,10.70,16.10,1.20,50.80,100.30,89.00,11.40,2254.20,65.60,13.00,7.00,0.00,0.00,0.00,0.00,2.00,7.00,102.00,7.50,0.00,1.53,1.00,0.60,0.23,22.00,12.00,0.65,2013.00,American Athletic Conference,-0.61
Connecticut,5.00,30.00,41.50,24.20,54.80,0.44,6.40,18.70,0.34,15.00,20.20,0.74,12.10,16.20,8.80,23.30,32.10,13.70,7.50,4.50,69.90,8.00,0.55,0.50,152.60,27.90,64.40,47.50,56.40,16.00,11.00,11.20,1.30,51.00,103.20,96.60,6.60,2031.60,65.30,15.00,4.00,0.00,0.00,0.00,0.00,2.00,0.00,99.00,4.50,0.00,1.56,1.10,0.60,0.27,20.00,10.00,0.67,2013.00,American Athletic Conference,-0.70
DePaul,2.00,32.00,40.50,26.50,61.00,0.43,4.80,16.20,0.30,13.60,19.30,0.70,14.30,19.10,11.00,21.70,32.70,13.80,8.30,4.20,71.40,14.00,0.51,0.47,143.70,30.60,64.40,46.90,51.90,17.10,11.50,9.50,1.20,47.50,98.00,103.30,-5.40,2331.50,72.00,10.00,10.00,0.00,0.00,0.00,0.00,2.00,3.00,98.00,-3.90,3.00,1.52,1.00,0.60,0.22,11.00,21.00,0.34,2013.00,American Athletic Conference,0.64
Georgetown,14.00,32.00,40.60,23.00,50.80,0.45,5.90,16.80,0.35,12.70,18.70,0.68,12.70,17.30,8.70,23.20,31.90,14.80,7.50,3.80,64.70,4.00,0.55,0.51,148.50,29.60,70.00,51.10,64.30,17.60,11.60,11.30,1.30,49.70,101.00,88.10,12.90,2049.50,63.10,8.00,11.00,1.00,0.00,0.00,0.00,1.00,1.00,90.00,8.20,2.00,1.64,1.20,0.60,0.25,25.00,7.00,0.78,2013.00,American Athletic Conference,-1.27
Louisville,1.00,40.00,40.60,26.20,57.50,0.46,5.80,17.30,0.33,16.30,23.00,0.71,12.40,18.20,12.90,23.00,35.90,14.60,10.80,4.20,74.50,1.00,0.55,0.51,149.70,38.10,67.90,53.00,55.70,15.50,15.80,12.10,1.30,60.00,109.40,86.40,23.00,2722.40,67.00,2.00,26.00,2.00,0.00,0.00,0.00,7.00,5.00,101.00,15.70,2.00,1.56,1.20,0.90,0.28,35.00,5.00,0.88,2013.00,American Athletic Conference,-1.95
Marquette,7.00,35.00,40.60,24.10,52.70,0.46,4.20,14.20,0.30,15.70,21.60,0.73,13.30,16.80,11.40,23.00,34.40,13.80,6.50,3.50,68.10,7.00,0.55,0.50,148.30,37.80,68.10,53.80,57.40,17.70,10.10,10.00,1.30,50.50,104.90,96.50,8.40,2271.20,64.00,14.00,5.00,0.00,0.00,0.00,0.00,3.00,0.00,89.00,5.50,1.00,1.57,1.00,0.50,0.30,26.00,9.00,0.74,2013.00,American Athletic Conference,-1.06
Notre Dame,4.00,35.00,41.10,25.50,55.10,0.46,6.50,17.60,0.37,12.50,17.70,0.71,11.20,14.10,10.40,24.50,34.90,16.80,5.00,3.80,70.00,6.00,0.56,0.52,154.10,32.90,71.40,53.00,65.80,15.10,7.80,9.30,1.30,56.40,108.70,98.60,10.10,2254.60,62.60,1.00,27.00,1.00,0.00,0.00,0.00,1.00,1.00,104.00,6.50,1.00,1.66,1.50,0.40,0.23,25.00,10.00,0.71,2013.00,American Athletic Conference,-0.92
Pittsburgh,6.00,33.00,40.50,25.40,53.80,0.47,4.90,14.20,0.35,13.50,20.20,0.67,11.00,17.40,12.30,21.60,33.90,16.30,6.60,4.00,69.20,2.00,0.55,0.52,148.90,40.00,71.10,55.50,64.20,15.00,10.70,12.70,1.30,56.20,111.80,90.50,21.30,2040.40,61.10,9.00,10.00,0.00,0.00,0.00,0.00,0.00,1.00,93.00,13.20,1.00,1.64,1.50,0.60,0.25,24.00,9.00,0.73,2013.00,American Athletic Conference,-0.98
Providence,9.00,34.00,40.50,23.60,57.30,0.41,5.50,17.60,0.31,15.00,21.40,0.70,12.70,17.10,13.00,23.50,36.50,14.30,6.20,3.20,67.60,9.00,0.51,0.46,142.20,36.80,68.70,52.50,60.50,16.00,9.20,8.20,1.20,49.10,100.60,96.50,4.10,2286.00,66.40,4.00,22.00,0.00,0.00,0.00,0.00,2.00,0.00,81.00,2.70,4.00,1.61,1.10,0.50,0.26,19.00,15.00,0.56,2013.00,American Athletic Conference,-0.24
Rutgers,11.00,31.00,40.00,24.10,54.50,0.44,4.80,13.50,0.36,12.40,17.60,0.70,13.80,19.50,11.10,21.80,32.90,12.60,7.00,3.60,65.40,12.00,0.53,0.49,150.00,34.90,66.60,51.00,52.20,18.20,10.70,10.60,1.20,45.00,99.90,101.10,-1.20,2029.70,65.50,12.00,7.00,0.00,0.00,0.00,0.00,2.00,1.00,88.00,-0.80,2.00,1.52,0.90,0.50,0.23,15.00,16.00,0.48,2013.00,American Athletic Conference,0.06
Seton Hall,13.00,33.00,40.30,22.50,51.60,0.44,7.90,21.50,0.37,11.70,17.80,0.66,15.50,18.90,9.60,22.80,32.30,14.00,6.80,2.60,64.70,11.00,0.54,0.51,146.20,30.70,68.10,50.00,62.00,20.70,10.30,7.10,1.30,44.00,98.00,98.60,-0.60,2179.70,65.60,5.00,16.00,1.00,0.00,0.00,0.00,5.00,0.00,89.00,-0.40,0.00,1.62,0.90,0.40,0.23,15.00,18.00,0.46,2013.00,American Athletic Conference,0.18
South Florida,15.00,31.00,41.00,20.90,53.70,0.39,6.10,19.60,0.31,10.90,15.70,0.69,10.80,15.50,10.40,21.20,31.50,11.30,6.20,3.40,58.80,15.00,0.49,0.45,139.50,30.70,65.30,47.60,54.30,15.20,10.10,9.50,1.10,40.20,95.20,100.70,-5.50,1914.60,60.30,7.00,14.00,1.00,0.00,0.00,0.00,1.00,1.00,87.00,-3.40,2.00,1.54,1.00,0.60,0.20,12.00,19.00,0.39,2013.00,American Athletic Conference,0.46
St. John's,12.00,33.00,40.50,25.00,60.30,0.42,3.60,13.40,0.27,11.20,17.40,0.64,11.40,16.60,11.50,24.00,35.50,12.30,6.70,7.30,64.80,13.00,0.48,0.45,132.60,30.80,65.70,48.00,49.10,14.30,9.70,18.40,1.10,48.60,94.40,96.30,-2.00,2265.70,67.90,6.00,15.00,0.00,0.00,0.00,0.00,4.00,11.00,89.00,-1.40,1.00,1.49,1.10,0.60,0.19,17.00,16.00,0.52,2013.00,American Athletic Conference,-0.06
Syracuse,3.00,40.00,40.20,25.20,57.30,0.44,5.80,17.40,0.34,14.20,21.10,0.68,12.40,15.90,13.00,23.70,36.70,14.10,9.00,6.20,70.40,3.00,0.53,0.49,144.90,37.90,66.50,52.50,55.80,15.70,13.60,19.20,1.20,58.80,105.80,88.20,17.60,2661.90,66.10,3.00,25.00,1.00,0.00,0.00,0.00,7.00,2.00,108.00,11.70,1.00,1.56,1.10,0.70,0.25,30.00,10.00,0.75,2013.00,American Athletic Conference,-1.10
Villanova,8.00,34.00,40.70,21.50,51.70,0.42,6.00,18.10,0.33,18.80,26.10,0.72,15.70,19.10,10.70,24.50,35.20,12.10,7.70,3.40,67.90,10.00,0.54,0.47,146.60,32.60,71.60,52.50,56.40,19.90,11.20,9.90,1.30,45.50,98.10,94.10,4.00,2351.90,67.90,11.00,9.00,0.00,0.00,0.00,0.00,1.00,1.00,98.00,2.70,0.00,1.56,0.80,0.50,0.36,20.00,14.00,0.59,2013.00,American Athletic Conference,-0.36
Cincinnati,9.00,34.00,40.00,23.70,55.70,0.43,5.80,17.20,0.34,15.30,21.60,0.71,11.10,17.50,12.80,21.90,34.60,12.50,7.90,5.50,68.40,2.00,0.53,0.48,146.80,38.60,68.90,53.40,52.80,14.60,12.20,16.00,1.20,53.80,106.20,90.80,15.50,2188.20,64.40,2.00,16.00,2.00,0.00,0.00,0.00,2.00,5.00,102.00,10.00,5.00,1.53,1.10,0.70,0.27,27.00,7.00,0.79,2014.00,American Athletic Conference,-1.35
Connecticut,5.00,40.00,40.20,24.30,54.00,0.45,7.20,18.50,0.39,16.10,20.70,0.78,11.40,17.90,9.00,24.10,33.10,12.20,7.00,5.80,71.80,4.00,0.57,0.52,161.30,29.50,68.10,50.30,50.30,15.30,10.50,15.20,1.30,54.80,107.60,94.70,12.90,2670.60,66.40,7.00,12.00,2.00,0.00,0.00,0.00,1.00,4.00,101.00,8.60,3.00,1.50,1.10,0.60,0.30,32.00,8.00,0.80,2014.00,American Athletic Conference,-1.39
Houston,7.00,33.00,40.10,25.20,55.50,0.45,6.40,17.50,0.37,14.20,21.20,0.67,12.70,18.30,10.30,22.90,33.20,14.70,5.40,5.50,71.10,7.00,0.55,0.51,148.80,31.20,66.50,49.20,58.30,16.40,8.00,13.60,1.30,52.60,104.60,107.50,-2.90,2241.40,67.70,4.00,15.00,5.00,0.00,0.00,0.00,2.00,7.00,89.00,-1.90,2.00,1.58,1.20,0.40,0.26,17.00,16.00,0.52,2014.00,American Athletic Conference,-0.06
Louisville,1.00,37.00,40.00,28.40,60.30,0.47,7.80,21.20,0.37,16.40,24.90,0.66,10.60,19.50,13.10,23.70,36.80,15.40,10.00,4.70,81.00,1.00,0.57,0.54,150.00,36.80,67.90,52.20,54.00,12.90,14.40,12.50,1.30,67.00,116.60,87.90,28.70,2572.20,69.50,1.00,20.00,0.00,1.00,0.00,0.00,5.00,0.00,113.00,19.90,4.00,1.54,1.50,0.90,0.27,31.00,6.00,0.84,2014.00,American Athletic Conference,-1.65
Memphis,2.00,34.00,40.30,28.20,59.00,0.48,5.40,16.20,0.33,15.20,23.60,0.64,13.20,18.00,11.90,24.20,36.10,17.40,8.60,4.70,76.90,5.00,0.55,0.52,145.20,35.10,67.20,51.60,61.70,16.00,12.10,11.00,1.30,61.90,107.30,98.40,8.90,2435.50,71.10,9.00,9.00,1.00,0.00,0.00,0.00,2.00,2.00,101.00,6.40,4.00,1.62,1.30,0.70,0.26,24.00,10.00,0.71,2014.00,American Athletic Conference,-0.88
Rutgers,6.00,33.00,40.00,24.90,58.50,0.43,6.00,18.00,0.34,15.20,21.50,0.71,12.60,20.60,11.50,22.60,34.00,12.70,5.80,4.20,71.10,9.00,0.52,0.48,146.80,32.10,68.00,49.40,50.80,15.70,8.20,11.40,1.20,47.30,101.60,108.90,-7.30,2310.40,70.00,5.00,15.00,0.00,0.00,0.00,0.00,2.00,2.00,116.00,-5.10,6.00,1.51,1.00,0.50,0.26,12.00,21.00,0.36,2014.00,American Athletic Conference,0.55
South Florida,10.00,32.00,40.50,23.50,54.00,0.43,3.00,11.80,0.26,15.70,23.70,0.66,12.80,17.70,10.40,23.60,34.00,12.60,5.80,3.70,65.60,10.00,0.51,0.46,135.40,30.90,68.90,50.00,53.50,16.60,8.60,9.20,1.20,44.20,97.10,104.70,-7.60,2162.30,66.80,8.00,11.00,0.00,0.00,0.00,0.00,3.00,0.00,91.00,-5.10,1.00,1.54,1.00,0.50,0.29,12.00,20.00,0.38,2014.00,American Athletic Conference,0.51
Southern Methodist,8.00,37.00,40.00,25.30,52.40,0.48,4.70,12.40,0.38,15.60,22.90,0.68,13.30,18.70,10.30,24.40,34.70,15.10,7.60,4.50,71.00,3.00,0.57,0.53,154.50,34.00,70.00,53.30,59.80,17.50,11.40,13.70,1.40,56.30,106.70,93.60,13.20,2461.60,66.50,10.00,9.00,0.00,0.00,0.00,0.00,1.00,0.00,89.00,8.80,3.00,1.60,1.10,0.60,0.30,27.00,10.00,0.73,2014.00,American Athletic Conference,-1.00
Temple,3.00,31.00,40.80,26.70,62.40,0.43,6.50,19.10,0.34,14.00,19.80,0.71,10.50,18.50,11.90,23.10,35.00,13.60,5.80,3.50,73.90,8.00,0.52,0.48,147.40,32.40,66.90,49.10,50.80,12.90,8.30,8.30,1.20,51.00,105.20,111.10,-6.00,2178.20,68.90,6.00,14.00,0.00,0.00,0.00,0.00,1.00,0.00,101.00,-4.20,1.00,1.51,1.30,0.60,0.23,9.00,22.00,0.29,2014.00,American Athletic Conference,0.89
UCF,4.00,31.00,40.60,25.90,59.10,0.44,6.90,20.70,0.34,13.90,22.70,0.61,13.70,17.90,13.50,23.30,36.80,12.50,6.90,4.40,72.70,6.00,0.53,0.50,138.70,37.30,68.40,52.40,48.40,16.50,9.90,10.80,1.20,51.30,104.10,105.40,-1.30,2164.70,68.70,3.00,15.00,0.00,0.00,0.00,0.00,1.00,3.00,104.00,-0.90,5.00,1.48,0.90,0.50,0.24,13.00,18.00,0.42,2014.00,American Athletic Conference,0.32
Cincinnati,10.00,34.00,40.60,22.40,50.10,0.45,4.90,14.90,0.33,12.50,18.60,0.67,12.80,14.90,10.80,22.60,33.40,11.60,6.50,5.40,62.10,2.00,0.53,0.50,144.60,36.60,69.10,53.70,51.80,18.00,10.60,15.40,1.20,47.90,101.50,91.10,10.30,2082.50,60.40,8.00,7.00,0.00,0.00,0.00,0.00,2.00,1.00,84.00,6.30,7.00,1.52,0.90,0.50,0.25,23.00,11.00,0.68,2015.00,American Athletic Conference,-0.74
Connecticut,8.00,35.00,40.10,22.90,52.10,0.44,6.50,18.20,0.36,11.90,16.90,0.71,11.60,16.30,8.80,23.40,32.20,11.90,4.70,5.20,64.10,4.00,0.54,0.50,150.00,29.30,69.70,50.60,52.00,16.30,7.60,14.80,1.20,47.00,102.30,95.80,6.50,2193.50,62.40,3.00,12.00,0.00,1.00,0.00,0.00,1.00,12.00,106.00,4.10,2.00,1.52,1.00,0.40,0.23,20.00,15.00,0.57,2015.00,American Athletic Conference,-0.29
East Carolina,7.00,33.00,40.20,22.70,53.90,0.42,7.10,20.10,0.35,11.60,17.10,0.68,11.40,17.30,9.40,21.00,30.40,13.40,6.30,1.90,64.10,9.00,0.52,0.49,145.40,29.00,66.70,47.50,59.10,15.70,9.80,5.70,1.20,43.90,100.20,103.10,-2.80,2111.20,63.70,10.00,5.00,0.00,0.00,0.00,0.00,3.00,0.00,99.00,-1.80,2.00,1.59,1.20,0.60,0.22,14.00,19.00,0.42,2015.00,American Athletic Conference,0.30
Houston,5.00,32.00,40.60,22.00,56.10,0.39,8.10,25.30,0.32,12.20,18.00,0.68,13.30,17.60,12.00,22.20,34.30,11.80,5.80,3.80,64.40,8.00,0.50,0.47,139.30,33.10,67.00,49.30,53.30,17.20,8.90,10.40,1.10,42.80,98.40,100.20,-1.80,2093.10,64.40,1.00,14.00,1.00,0.00,0.00,0.00,3.00,1.00,83.00,-1.20,1.00,1.53,0.90,0.40,0.22,13.00,19.00,0.41,2015.00,American Athletic Conference,0.38
